,CFBoilerOP.exhaust_oxygen_concentration
2020-08-18 20:00:00,4.972944444444444
2020-08-18 21:00:00,5.218055555555556
2020-08-18 22:00:00,4.996272600834491
2020-08-18 23:00:00,5.052097222222223
2020-08-19 00:00:00,5.147222222222222
2020-08-19 01:00:00,5.202541666666666
2020-08-19 02:00:00,5.099180555555556
2020-08-19 03:00:00,5.226861111111111
2020-08-19 04:00:00,5.097468706536856
2020-08-19 05:00:00,5.269958333333333
2020-08-19 06:00:00,5.238194444444444
2020-08-19 07:00:00,5.483152777777778
2020-08-19 08:00:00,5.191944444444443
2020-08-19 09:00:00,5.2414305555555565
2020-08-19 10:00:00,5.1711864406779675
2020-08-19 11:00:00,5.136347222222223
2020-08-19 12:00:00,5.217830319888735
2020-08-19 13:00:00,4.958305555555555
2020-08-19 14:00:00,4.973680555555556
2020-08-19 15:00:00,4.961180555555557
2020-08-19 16:00:00,5.061319444444447
2020-08-19 17:00:00,5.090472222222223
2020-08-19 18:00:00,5.007861111111112
2020-08-19 19:00:00,4.934611111111111
2020-08-19 20:00:00,4.727166666666666
2020-08-19 21:00:00,4.756027777777779
2020-08-19 22:00:00,4.7711666666666686
2020-08-19 23:00:00,4.7532499999999995
2020-08-20 00:00:00,4.743944444444445
2020-08-20 01:00:00,4.922962447844228
2020-08-20 02:00:00,4.730569444444447
2020-08-20 03:00:00,4.967830319888736
2020-08-20 04:00:00,5.195347222222223
2020-08-20 05:00:00,4.8320694444444445
2020-08-20 06:00:00,5.017486111111112
2020-08-20 07:00:00,5.152097222222223
2020-08-20 08:00:00,5.206388888888889
2020-08-20 09:00:00,4.9726944444444445
2020-08-20 10:00:00,5.227347222222222
2020-08-20 11:00:00,5.482097222222223
2020-08-20 12:00:00,5.376236111111111
2020-08-20 13:00:00,5.442805555555557
2020-08-20 14:00:00,5.229152777777779
2020-08-20 15:00:00,5.3663750000000014
2020-08-20 16:00:00,5.257013888888889
2020-08-20 17:00:00,5.260708333333334
2020-08-20 18:00:00,5.3840972222222225
2020-08-20 19:00:00,5.270861111111112
2020-08-20 20:00:00,5.394750000000001
2020-08-20 21:00:00,5.5077746870653685
2020-08-20 22:00:00,5.273944444444445
2020-08-20 23:00:00,5.216166666666666
2020-08-21 00:00:00,5.1902642559109875
2020-08-21 01:00:00,5.445236111111113
2020-08-21 02:00:00,5.348361111111111
2020-08-21 03:00:00,5.016305555555557
2020-08-21 04:00:00,5.1075277777777774
2020-08-21 05:00:00,5.206513888888889
2020-08-21 06:00:00,5.12461111111111
2020-08-21 07:00:00,5.254486111111111
2020-08-21 08:00:00,5.160763888888892
2020-08-21 09:00:00,5.088930555555557
2020-08-21 10:00:00,4.972138888888889
2020-08-21 11:00:00,5.095805555555557
2020-08-21 12:00:00,5.08259475218659
2020-08-21 13:00:00,5.01114245416079
2020-08-21 14:00:00,4.935612813370475
2020-08-21 15:00:00,5.003847222222223
2020-08-21 16:00:00,4.949875
2020-08-21 17:00:00,4.911527777777778
2020-08-21 18:00:00,4.671527777777778
