,CFBoilerOP.hp_steam_boiler_opt
2020-08-13 11:56:00,77.4
2020-08-13 12:04:00,77.0
2020-08-13 12:12:00,78.4
2020-08-13 12:20:00,77.0
2020-08-13 12:28:00,77.70533491925617
2020-08-13 12:36:00,79.0
2020-08-13 12:44:00,78.7
2020-08-13 12:52:00,79.67999999999918
2020-08-13 13:00:00,77.6
2020-08-13 13:08:00,78.2
2020-08-13 13:16:00,78.1
2020-08-13 13:24:00,77.5
2020-08-13 13:32:00,72.4654711543256
2020-08-13 13:40:00,77.4
2020-08-13 13:48:00,78.2
2020-08-13 13:56:00,73.76754735301085
2020-08-13 14:04:00,73.88091388188857
2020-08-13 14:12:00,75.27788220434819
2020-08-13 14:20:00,74.80662818423804
2020-08-13 14:28:00,75.39639280346735
2020-08-13 14:36:00,70.0
2020-08-13 14:44:00,79.6
2020-08-13 14:52:00,70.0
2020-08-13 15:00:00,72.51575639525467
2020-08-13 15:08:00,72.96201633866133
2020-08-13 15:16:00,70.45583979348646
2020-08-13 15:24:00,73.88771767728235
2020-08-13 15:32:00,77.95000000000438
2020-08-13 15:40:00,78.9
2020-08-13 15:48:00,70.0
2020-08-13 15:56:00,76.97000000000727
2020-08-13 16:04:00,77.90000000001075
2020-08-13 16:12:00,78.58000000000754
2020-08-13 16:20:00,70.0
2020-08-13 16:28:00,75.50809741088078
2020-08-13 16:36:00,73.76149109646366
2020-08-13 16:44:00,74.94121006481775
2020-08-13 16:52:00,73.03682513559511
2020-08-13 17:00:00,70.42999999998706
2020-08-13 17:08:00,70.0
2020-08-13 17:16:00,74.37628529908442
2020-08-13 17:24:00,73.24137079756977
2020-08-13 17:32:00,77.99416666666951
2020-08-13 17:40:00,78.16666666666667
2020-08-13 17:48:00,78.99000000000149
2020-08-13 17:56:00,78.9
2020-08-13 18:04:00,78.1
2020-08-13 18:12:00,77.58999999999567
2020-08-13 18:20:00,77.93000000000728
2020-08-13 18:28:00,70.55438585103256
2020-08-13 18:36:00,71.26608851745677
2020-08-13 18:44:00,70.97468664659907
2020-08-13 18:52:00,71.48000000002897
2020-08-13 19:00:00,71.06000000011507
2020-08-13 19:08:00,70.89000000000974
2020-08-13 19:16:00,71.31999999971124
2020-08-13 19:24:00,71.58000000001266
2020-08-13 19:32:00,71.6371615191707
2020-08-13 19:40:00,71.34000000021288
2020-08-13 19:48:00,70.72000000015389
2020-08-13 19:56:00,71.18999999997419
2020-08-13 20:04:00,70.84999999998956
2020-08-13 20:12:00,70.13999999970055
2020-08-13 20:20:00,70.74999999984556
2020-08-13 20:28:00,72.99274967849824
2020-08-13 20:36:00,70.57000000000244
2020-08-13 20:44:00,79.3
2020-08-13 20:52:00,78.49000000011478
2020-08-13 21:00:00,70.27000000003335
2020-08-13 21:08:00,70.0
2020-08-13 21:16:00,70.17716159233855
2020-08-13 21:24:00,73.15237311156541
2020-08-13 21:32:00,70.11999999974718
2020-08-13 21:40:00,70.0
2020-08-13 21:48:00,72.20445084215132
2020-08-13 21:56:00,72.45166282746602
2020-08-13 22:04:00,71.24058903274717
2020-08-13 22:12:00,75.38866464354868
2020-08-13 22:20:00,71.18999999998093
2020-08-13 22:28:00,73.0644647843449
2020-08-13 22:36:00,73.64899136217329
2020-08-13 22:44:00,73.96802672671235
2020-08-13 22:52:00,76.27742275132617
2020-08-13 23:00:00,79.01069398697136
2020-08-13 23:08:00,78.11589392953516
2020-08-13 23:16:00,76.6899999999808
2020-08-13 23:24:00,77.49999999999875
2020-08-13 23:32:00,78.11000000000813
2020-08-13 23:40:00,75.5
2020-08-13 23:48:00,78.0
2020-08-13 23:56:00,76.0
2020-08-14 00:04:00,55.0
